merchant_id,FMer1,FMer2,FMer3
3102,28.0,6.0,6.0
8440,0.0,0.0,10.0
7137,9.0,1.0,14.0
4830,21.0,1.0,77.0
5467,19.0,4.0,12.0
1654,56.0,17.0,162.0
6734,198.0,0.0,4.0
3388,29.0,4.0,46.0
4410,2.0,1.0,12.0
6531,17.0,2.0,14.0
5530,7.0,2.0,2.0
3178,10.0,1.0,34.0
3982,37.0,3.0,22.0
2153,13.0,0.0,25.0
4065,3.0,0.0,6.0
3037,30.0,4.0,28.0
5640,0.0,0.0,27.0
3646,45.0,7.0,58.0
5018,62.0,17.0,75.0
2742,0.0,0.0,43.0
4180,53.0,2.0,99.0
388,232.0,40.0,300.0
3427,6.0,0.0,8.0
1597,14.0,5.0,42.0
3713,2.0,1.0,10.0
1588,90.0,8.0,98.0
4869,64.0,2.0,61.0
5758,0.0,0.0,12.0
836,13.0,1.0,29.0
3899,79.0,13.0,199.0
723,33.0,6.0,73.0
8411,0.0,0.0,3.0
3766,55.0,11.0,158.0
8251,71.0,2.0,86.0
138,5.0,0.0,8.0
7167,0.0,0.0,8.0
7865,1.0,0.0,12.0
5864,17.0,0.0,125.0
86,18.0,6.0,38.0
5207,34.0,2.0,84.0
6071,7.0,0.0,41.0
3267,28.0,6.0,74.0
889,42.0,11.0,81.0
3039,4.0,0.0,3.0
2145,20.0,1.0,51.0
2889,73.0,29.0,165.0
2625,20.0,14.0,36.0
775,426.0,90.0,768.0
8546,118.0,12.0,96.0
1191,46.0,2.0,47.0
3096,84.0,36.0,125.0
5022,43.0,2.0,20.0
2094,36.0,3.0,48.0
1111,0.0,0.0,47.0
4059,422.0,1.0,92.0
1370,28.0,1.0,66.0
8839,11.0,7.0,19.0
766,0.0,0.0,9.0
7139,0.0,0.0,24.0
7154,10.0,1.0,31.0
3777,25.0,7.0,110.0
2987,128.0,6.0,176.0
2342,486.0,122.0,853.0
7858,5.0,1.0,40.0
4771,58.0,2.0,752.0
4528,65.0,5.0,82.0
6004,0.0,0.0,6.0
5584,0.0,0.0,25.0
7278,22.0,2.0,22.0
7998,106.0,7.0,236.0
4723,16.0,0.0,18.0
7034,20.0,8.0,80.0
8155,6.0,0.0,16.0
4242,139.0,51.0,289.0
5752,27.0,9.0,33.0
6017,0.0,0.0,9.0
3760,21.0,1.0,23.0
2085,166.0,2.0,97.0
6646,23.0,15.0,21.0
7314,232.0,20.0,189.0
8494,5.0,2.0,25.0
6416,21.0,2.0,101.0
7258,0.0,0.0,10.0
5356,47.0,15.0,115.0
5025,3.0,2.0,31.0
2329,0.0,0.0,4.0
5516,36.0,7.0,54.0
60,27.0,2.0,29.0
714,2.0,1.0,46.0
6265,43.0,0.0,44.0
3954,48.0,1.0,77.0
3497,10.0,0.0,15.0
876,173.0,10.0,128.0
768,64.0,56.0,87.0
5961,0.0,0.0,44.0
8687,0.0,0.0,10.0
2013,0.0,0.0,10.0
4084,43.0,9.0,39.0
4862,68.0,0.0,62.0
5908,82.0,19.0,176.0
8745,12.0,2.0,39.0
1429,5.0,0.0,6.0
7851,42.0,0.0,2.0
5766,0.0,0.0,4.0
7711,146.0,84.0,386.0
7043,61.0,14.0,104.0
5834,0.0,0.0,8.0
2334,61.0,2.0,262.0
1732,121.0,32.0,915.0
426,1.0,0.0,10.0
3424,63.0,2.0,53.0
7231,43.0,16.0,55.0
5737,28.0,9.0,84.0
212,329.0,70.0,529.0
3807,419.0,139.0,602.0
6764,35.0,8.0,145.0
3898,93.0,28.0,92.0
4601,3.0,2.0,11.0
1909,16.0,1.0,35.0
317,27.0,16.0,32.0
3252,0.0,0.0,18.0
2051,52.0,4.0,42.0
1221,42.0,3.0,145.0
7181,55.0,8.0,58.0
2685,8.0,2.0,26.0
7053,5.0,0.0,3.0
1151,4.0,0.0,9.0
5830,0.0,0.0,4.0
4500,11.0,0.0,29.0
7321,23.0,1.0,41.0
709,33.0,1.0,75.0
5086,26.0,0.0,43.0
642,248.0,178.0,734.0
1390,190.0,47.0,79.0
1829,90.0,65.0,204.0
1809,28.0,3.0,39.0
4536,37.0,6.0,66.0
6907,273.0,11.0,189.0
6733,2.0,0.0,2.0
3540,0.0,0.0,5.0
2519,70.0,14.0,70.0
6008,0.0,0.0,15.0
751,2.0,1.0,7.0
2812,0.0,0.0,8.0
1780,0.0,0.0,11.0
6453,30.0,6.0,93.0
614,8.0,2.0,7.0
5376,87.0,1.0,112.0
1620,63.0,19.0,140.0
4008,9.0,0.0,21.0
8528,0.0,0.0,51.0
2251,3.0,0.0,57.0
5852,0.0,0.0,28.0
82,7.0,2.0,2.0
1606,31.0,6.0,41.0
37,0.0,0.0,24.0
5956,19.0,4.0,26.0
7497,4.0,0.0,22.0
5959,0.0,0.0,9.0
2481,0.0,0.0,14.0
2227,21.0,7.0,57.0
1515,5.0,3.0,35.0
8225,7.0,2.0,21.0
8632,33.0,1.0,65.0
8098,51.0,4.0,55.0
2527,0.0,0.0,16.0
6993,51.0,19.0,99.0
4643,31.0,3.0,38.0
233,19.0,0.0,67.0
7177,28.0,2.0,99.0
6428,0.0,0.0,3.0
6468,169.0,34.0,275.0
423,8.0,3.0,69.0
800,35.0,6.0,114.0
1114,4.0,1.0,6.0
3386,0.0,0.0,79.0
3833,8.0,1.0,31.0
6868,58.0,4.0,90.0
4972,12.0,0.0,52.0
3230,7.0,2.0,42.0
2477,48.0,0.0,71.0
5140,49.0,13.0,161.0
1332,0.0,0.0,16.0
2567,50.0,4.0,44.0
8000,59.0,3.0,57.0
5281,16.0,5.0,107.0
8058,56.0,16.0,121.0
4992,31.0,3.0,47.0
7871,43.0,5.0,87.0
929,35.0,1.0,1.0
7008,62.0,11.0,97.0
1650,32.0,4.0,67.0
5275,6.0,0.0,16.0
4125,2.0,1.0,1.0
2973,53.0,15.0,217.0
7832,70.0,2.0,155.0
7057,8.0,1.0,18.0
7307,87.0,28.0,305.0
3596,0.0,0.0,212.0
8525,2.0,0.0,4.0
6450,4.0,0.0,2.0
5923,0.0,0.0,60.0
6628,5.0,0.0,65.0
2535,5.0,1.0,21.0
7107,0.0,0.0,3.0
40,35.0,8.0,160.0
4357,7.0,0.0,7.0
248,7.0,3.0,10.0
1837,79.0,5.0,61.0
3489,153.0,42.0,160.0
4002,47.0,10.0,177.0
288,150.0,1.0,1.0
2322,127.0,16.0,50.0
3130,38.0,4.0,80.0
2872,32.0,7.0,45.0
5003,97.0,16.0,306.0
6784,5.0,0.0,35.0
3567,59.0,1.0,92.0
4906,230.0,65.0,383.0
4308,177.0,22.0,354.0
5731,12.0,4.0,63.0
8290,3.0,1.0,17.0
3322,13.0,5.0,14.0
6203,7.0,0.0,7.0
7200,5.0,0.0,12.0
7997,12.0,3.0,26.0
6752,6.0,4.0,42.0
1036,32.0,3.0,80.0
2196,113.0,3.0,104.0
4421,16.0,0.0,23.0
1971,13.0,1.0,13.0
4597,92.0,40.0,290.0
6211,0.0,0.0,2.0
2887,11.0,1.0,7.0
1159,80.0,2.0,69.0
7882,5.0,2.0,40.0
540,9.0,1.0,20.0
8192,0.0,0.0,18.0
1896,15.0,6.0,54.0
2381,5.0,1.0,8.0
1052,25.0,6.0,51.0
4200,7.0,0.0,0.0
1043,0.0,0.0,37.0
567,11.0,2.0,12.0
3795,34.0,4.0,27.0
3298,238.0,31.0,225.0
5831,15.0,2.0,36.0
4276,10.0,0.0,53.0
1935,0.0,0.0,10.0
3886,53.0,4.0,64.0
5583,4.0,0.0,5.0
6568,122.0,8.0,118.0
1183,13.0,1.0,17.0
2796,0.0,0.0,16.0
4077,16.0,3.0,27.0
6729,15.0,0.0,34.0
2754,8.0,1.0,68.0
8555,14.0,1.0,66.0
3500,5.0,0.0,28.0
1872,32.0,6.0,59.0
8169,12.0,1.0,25.0
3338,192.0,9.0,201.0
3535,0.0,0.0,11.0
2338,56.0,6.0,46.0
6360,19.0,0.0,54.0
1284,28.0,7.0,30.0
1264,29.0,11.0,64.0
3581,85.0,0.0,12.0
6790,14.0,0.0,35.0
6995,0.0,0.0,21.0
1888,11.0,5.0,42.0
4099,108.0,5.0,191.0
4569,47.0,7.0,67.0
7881,17.0,0.0,27.0
2215,23.0,3.0,69.0
4014,5.0,2.0,58.0
8750,5.0,0.0,0.0
5237,36.0,5.0,192.0
1028,6.0,2.0,44.0
4543,111.0,19.0,201.0
7303,9.0,2.0,11.0
648,26.0,4.0,28.0
2965,0.0,0.0,22.0
5422,0.0,0.0,8.0
3243,1.0,0.0,1.0
7101,25.0,3.0,46.0
4730,11.0,2.0,17.0
624,1.0,0.0,20.0
1776,78.0,9.0,96.0
4275,43.0,24.0,81.0
7902,22.0,9.0,35.0
5803,771.0,84.0,2184.0
8441,85.0,29.0,153.0
2173,20.0,0.0,22.0
5578,4.0,0.0,79.0
6981,13.0,1.0,21.0
54,0.0,0.0,10.0
3496,8.0,0.0,12.0
3103,41.0,1.0,116.0
3389,66.0,9.0,71.0
983,0.0,0.0,53.0
8766,10.0,0.0,19.0
85,8.0,5.0,45.0
6356,17.0,1.0,6.0
2621,17.0,1.0,25.0
6177,0.0,0.0,13.0
7284,0.0,0.0,2.0
4506,0.0,0.0,13.0
5978,20.0,1.0,41.0
2601,0.0,0.0,26.0
3877,75.0,15.0,63.0
6172,0.0,0.0,13.0
3611,273.0,8.0,228.0
5060,14.0,1.0,1.0
6402,13.0,2.0,18.0
1034,12.0,0.0,23.0
4178,18.0,1.0,25.0
4194,3.0,1.0,72.0
6767,5.0,4.0,65.0
8821,0.0,0.0,11.0
8455,0.0,0.0,5.0
6412,54.0,4.0,90.0
6388,108.0,15.0,119.0
8086,0.0,0.0,12.0
5451,0.0,0.0,17.0
4265,25.0,13.0,98.0
8500,15.0,6.0,93.0
6530,22.0,2.0,54.0
4182,0.0,0.0,17.0
1810,157.0,12.0,134.0
72,46.0,0.0,75.0
1449,4.0,0.0,19.0
8589,16.0,3.0,24.0
6614,141.0,27.0,486.0
5116,93.0,8.0,177.0
667,0.0,0.0,16.0
4044,15.0,4.0,41.0
599,45.0,8.0,135.0
1675,12.0,3.0,53.0
4231,6.0,0.0,6.0
8603,0.0,0.0,1.0
109,57.0,4.0,43.0
4546,36.0,2.0,78.0
480,9.0,0.0,18.0
8069,51.0,9.0,156.0
6238,100.0,16.0,189.0
7136,154.0,20.0,20.0
2282,9.0,3.0,12.0
7031,8.0,1.0,5.0
6689,47.0,0.0,0.0
7064,79.0,2.0,71.0
1418,119.0,3.0,110.0
7757,23.0,2.0,26.0
5884,108.0,25.0,261.0
4045,8.0,1.0,9.0
1900,67.0,2.0,75.0
261,0.0,0.0,29.0
555,52.0,7.0,63.0
5596,92.0,35.0,333.0
3974,2.0,0.0,0.0
3235,21.0,1.0,35.0
7417,20.0,1.0,44.0
5409,0.0,0.0,6.0
2248,4.0,0.0,1.0
2638,4.0,0.0,1.0
6084,44.0,2.0,37.0
1528,38.0,5.0,5.0
8168,0.0,0.0,24.0
7249,0.0,0.0,30.0
7959,70.0,5.0,56.0
7920,31.0,0.0,35.0
3607,19.0,1.0,56.0
6173,63.0,16.0,114.0
15,79.0,11.0,126.0
2372,72.0,2.0,59.0
18,18.0,4.0,15.0
1342,0.0,0.0,77.0
3855,31.0,4.0,32.0
3477,37.0,8.0,49.0
874,8.0,5.0,103.0
4257,21.0,2.0,23.0
5630,22.0,10.0,118.0
5015,31.0,2.0,38.0
8812,102.0,50.0,517.0
7593,0.0,0.0,2.0
6896,16.0,11.0,51.0
5610,21.0,0.0,24.0
7426,12.0,1.0,38.0
8847,2.0,0.0,28.0
5040,35.0,2.0,48.0
50,32.0,11.0,32.0
497,19.0,3.0,51.0
4300,2.0,1.0,4.0
1280,13.0,1.0,5.0
5147,74.0,1.0,44.0
3927,67.0,4.0,74.0
6437,14.0,3.0,27.0
8065,0.0,0.0,3.0
2089,24.0,4.0,39.0
1403,170.0,5.0,176.0
5775,53.0,6.0,124.0
201,50.0,5.0,49.0
2619,127.0,63.0,196.0
3470,4.0,0.0,13.0
6834,6.0,1.0,20.0
3408,0.0,0.0,25.0
1621,8.0,0.0,18.0
4160,20.0,3.0,42.0
6460,11.0,4.0,15.0
1540,74.0,0.0,153.0
76,247.0,6.0,245.0
5301,21.0,9.0,76.0
4720,401.0,81.0,563.0
6902,30.0,0.0,79.0
1495,75.0,8.0,296.0
665,31.0,3.0,97.0
3183,1.0,0.0,2.0
8660,204.0,22.0,600.0
1147,13.0,2.0,11.0
2975,27.0,4.0,124.0
2771,8.0,0.0,11.0
5524,66.0,6.0,88.0
8188,134.0,10.0,39.0
4775,30.0,2.0,12.0
5423,44.0,1.0,204.0
7967,32.0,0.0,69.0
6705,0.0,0.0,14.0
6985,10.0,0.0,23.0
7174,92.0,5.0,43.0
4790,4.0,1.0,7.0
2523,18.0,0.0,6.0
3404,0.0,0.0,5.0
4636,128.0,17.0,113.0
6655,0.0,0.0,8.0
2666,51.0,1.0,76.0
2128,40.0,6.0,138.0
2141,7.0,0.0,22.0
6863,87.0,8.0,83.0
6804,12.0,0.0,15.0
3241,162.0,29.0,228.0
8055,113.0,5.0,74.0
7949,26.0,1.0,33.0
4677,33.0,10.0,45.0
845,4.0,0.0,7.0
7412,6.0,0.0,18.0
3663,20.0,8.0,32.0
3528,0.0,0.0,24.0
2738,92.0,13.0,129.0
5542,2.0,1.0,4.0
4517,6.0,1.0,171.0
3717,62.0,7.0,105.0
5195,24.0,2.0,56.0
5974,96.0,10.0,144.0
912,0.0,0.0,15.0
3620,14.0,1.0,12.0
5470,2.0,0.0,98.0
8800,238.0,25.0,390.0
4117,48.0,3.0,68.0
2112,59.0,1.0,48.0
6094,29.0,7.0,7.0
8784,6.0,0.0,32.0
3919,7.0,0.0,25.0
1850,0.0,0.0,39.0
8088,26.0,2.0,26.0
1821,10.0,1.0,17.0
2490,8.0,4.0,47.0
7133,20.0,2.0,18.0
4600,52.0,1.0,76.0
2054,6.0,1.0,16.0
4760,0.0,0.0,44.0
869,40.0,5.0,121.0
3117,639.0,9.0,343.0
1959,52.0,1.0,83.0
1025,16.0,3.0,12.0
246,56.0,27.0,127.0
5818,65.0,9.0,200.0
7427,43.0,8.0,165.0
6146,90.0,0.0,132.0
6893,0.0,0.0,17.0
6533,121.0,17.0,167.0
1880,25.0,3.0,16.0
7892,18.0,0.0,39.0
2301,16.0,1.0,4.0
7455,0.0,0.0,13.0
3011,0.0,0.0,21.0
2558,107.0,10.0,130.0
478,52.0,5.0,73.0
601,0.0,0.0,36.0
2995,393.0,115.0,522.0
2645,50.0,12.0,222.0
1493,11.0,4.0,13.0
561,33.0,6.0,41.0
2835,76.0,22.0,166.0
7703,7.0,0.0,16.0
4930,62.0,12.0,58.0
2892,5.0,0.0,7.0
2225,34.0,7.0,156.0
8556,1.0,0.0,41.0
2517,5.0,0.0,10.0
7823,58.0,2.0,78.0
4926,160.0,28.0,189.0
519,27.0,11.0,31.0
2663,0.0,0.0,46.0
5647,25.0,17.0,23.0
1145,0.0,0.0,18.0
841,2.0,2.0,10.0
779,85.0,13.0,93.0
3342,179.0,17.0,194.0
6620,40.0,12.0,59.0
2308,98.0,5.0,86.0
7233,67.0,24.0,83.0
2853,4.0,1.0,13.0
5973,0.0,0.0,23.0
5150,1.0,1.0,39.0
3599,136.0,32.0,440.0
4622,6.0,0.0,35.0
1865,34.0,13.0,78.0
151,28.0,0.0,2.0
3367,56.0,4.0,98.0
7996,13.0,0.0,50.0
2778,1.0,0.0,1.0
1389,15.0,2.0,2.0
4910,0.0,0.0,82.0
2873,9.0,4.0,28.0
8593,4.0,1.0,6.0
6852,116.0,5.0,109.0
2950,27.0,1.0,48.0
2643,0.0,0.0,6.0
3466,26.0,1.0,87.0
5939,34.0,3.0,97.0
2609,47.0,11.0,48.0
7373,46.0,23.0,288.0
4654,60.0,5.0,114.0
159,19.0,1.0,16.0
2065,11.0,1.0,23.0
8508,45.0,7.0,61.0
3465,11.0,1.0,20.0
8451,8.0,1.0,8.0
4736,31.0,1.0,26.0
6395,36.0,6.0,37.0
7186,9.0,3.0,28.0
6913,20.0,9.0,47.0
6046,125.0,0.0,200.0
6905,131.0,21.0,298.0
8504,7.0,1.0,33.0
4953,142.0,14.0,120.0
1099,2.0,0.0,12.0
8330,71.0,18.0,216.0
5428,32.0,3.0,16.0
6631,102.0,14.0,172.0
8588,39.0,1.0,1.0
4233,4.0,2.0,66.0
6077,0.0,0.0,15.0
7012,2.0,1.0,133.0
238,0.0,0.0,15.0
2999,39.0,3.0,44.0
5866,105.0,6.0,94.0
8425,17.0,3.0,19.0
3952,48.0,15.0,89.0
3875,0.0,0.0,10.0
2368,21.0,7.0,51.0
2183,9.0,0.0,16.0
822,47.0,11.0,87.0
8497,44.0,1.0,54.0
4817,0.0,0.0,16.0
7444,0.0,0.0,38.0
508,58.0,14.0,156.0
6090,20.0,6.0,43.0
2130,42.0,4.0,28.0
7657,61.0,4.0,113.0
997,4.0,1.0,63.0
3876,582.0,7.0,1142.0
5036,115.0,31.0,318.0
3082,22.0,2.0,28.0
4651,10.0,2.0,10.0
7623,6.0,1.0,14.0
5858,297.0,29.0,450.0
2074,20.0,4.0,43.0
8032,55.0,21.0,221.0
5057,2.0,1.0,5.0
4405,66.0,33.0,314.0
8744,3.0,0.0,5.0
6828,23.0,4.0,36.0
2770,4.0,0.0,5.0
1235,8.0,2.0,22.0
764,16.0,2.0,10.0
7251,9.0,1.0,1.0
6544,6.0,0.0,25.0
3214,32.0,2.0,47.0
2865,3.0,0.0,17.0
643,0.0,0.0,83.0
8481,0.0,0.0,38.0
8235,11.0,1.0,18.0
1815,8.0,0.0,87.0
5135,48.0,26.0,97.0
2920,7.0,1.0,26.0
575,0.0,0.0,12.0
4694,11.0,6.0,47.0
483,18.0,1.0,42.0
5795,3.0,0.0,34.0
5664,51.0,13.0,89.0
7598,137.0,8.0,191.0
3553,16.0,1.0,58.0
2047,63.0,0.0,1.0
1242,17.0,4.0,34.0
8712,70.0,16.0,127.0
79,7.0,1.0,324.0
3072,148.0,3.0,205.0
1511,4.0,1.0,6.0
2082,6.0,0.0,11.0
7748,39.0,5.0,44.0
5511,0.0,0.0,35.0
4376,0.0,0.0,99.0
7586,3.0,0.0,92.0
4710,16.0,2.0,30.0
8541,0.0,0.0,3.0
857,13.0,6.0,12.0
313,15.0,0.0,3.0
8132,0.0,0.0,12.0
442,68.0,18.0,18.0
4310,4.0,0.0,2.0
4321,38.0,0.0,71.0
6514,17.0,0.0,24.0
7989,33.0,5.0,113.0
1207,9.0,0.0,7.0
6144,42.0,5.0,50.0
8722,25.0,5.0,31.0
6222,4.0,0.0,6.0
4411,5.0,0.0,12.0
2658,6.0,2.0,20.0
7852,33.0,2.0,59.0
7746,17.0,3.0,33.0
8239,21.0,7.0,78.0
2693,117.0,12.0,123.0
4447,28.0,7.0,29.0
7960,12.0,4.0,63.0
3809,80.0,3.0,118.0
6937,0.0,0.0,64.0
4338,23.0,0.0,74.0
1491,63.0,4.0,108.0
7785,40.0,12.0,54.0
6026,1.0,0.0,20.0
387,7.0,0.0,8.0
275,5.0,0.0,20.0
5490,16.0,6.0,77.0
7922,55.0,3.0,66.0
5077,24.0,1.0,37.0
4096,12.0,1.0,20.0
1978,10.0,1.0,21.0
1046,0.0,0.0,15.0
2582,21.0,2.0,28.0
3034,12.0,0.0,12.0
2688,31.0,0.0,15.0
8310,63.0,14.0,333.0
1498,41.0,3.0,94.0
438,1.0,0.0,11.0
6744,0.0,0.0,7.0
5868,17.0,1.0,17.0
8410,16.0,1.0,151.0
6941,1.0,0.0,32.0
5217,4.0,1.0,8.0
3346,25.0,6.0,22.0
2728,0.0,0.0,15.0
3928,52.0,6.0,90.0
5926,7.0,1.0,1.0
7196,19.0,5.0,26.0
6534,75.0,1.0,94.0
533,6.0,0.0,5.0
6657,17.0,0.0,23.0
1560,74.0,2.0,2.0
1770,0.0,0.0,11.0
4268,10.0,3.0,25.0
8368,11.0,1.0,17.0
4984,13.0,3.0,14.0
1446,35.0,1.0,54.0
1007,4.0,1.0,32.0
6519,2.0,0.0,15.0
1305,18.0,0.0,50.0
194,10.0,2.0,119.0
6446,60.0,9.0,98.0
8165,0.0,0.0,6.0
7143,16.0,1.0,258.0
2757,15.0,1.0,11.0
4674,14.0,5.0,15.0
7269,6.0,1.0,22.0
2504,236.0,22.0,388.0
4718,5.0,0.0,3.0
3323,16.0,0.0,12.0
8740,0.0,0.0,9.0
3561,132.0,9.0,259.0
6352,247.0,72.0,406.0
5614,127.0,13.0,113.0
8396,72.0,3.0,76.0
3635,11.0,1.0,41.0
6872,1.0,0.0,3.0
6329,12.0,4.0,665.0
5173,0.0,0.0,12.0
7170,35.0,15.0,93.0
5441,0.0,0.0,95.0
8363,211.0,0.0,33.0
6419,0.0,0.0,3.0
890,6.0,1.0,7.0
4568,27.0,1.0,20.0
6528,37.0,6.0,37.0
4827,25.0,5.0,39.0
5787,99.0,3.0,82.0
316,2.0,1.0,5.0
8446,11.0,0.0,0.0
20,74.0,9.0,139.0
6745,4.0,0.0,4.0
978,66.0,3.0,3.0
8349,108.0,8.0,98.0
2819,3.0,0.0,9.0
6285,34.0,6.0,20.0
4291,63.0,39.0,39.0
5162,9.0,0.0,10.0
7388,6.0,2.0,14.0
4342,33.0,9.0,88.0
7958,146.0,12.0,58.0
1610,7.0,2.0,29.0
5149,0.0,0.0,24.0
4897,9.0,2.0,24.0
7294,36.0,1.0,23.0
2932,32.0,9.0,54.0
7788,36.0,3.0,27.0
8661,53.0,5.0,57.0
1808,9.0,3.0,19.0
562,0.0,0.0,14.0
5952,0.0,0.0,4.0
6915,36.0,3.0,143.0
5010,746.0,74.0,242.0
5139,0.0,0.0,43.0
7930,26.0,2.0,45.0
809,36.0,3.0,57.0
2437,27.0,3.0,22.0
3224,0.0,0.0,24.0
2169,21.0,11.0,118.0
7607,5.0,0.0,14.0
3068,2.0,2.0,12.0
4759,87.0,15.0,57.0
23,5.0,0.0,20.0
5302,0.0,0.0,6.0
865,3.0,0.0,26.0
1058,0.0,0.0,28.0
4585,0.0,0.0,13.0
8787,0.0,0.0,18.0
4591,2.0,0.0,3.0
5091,27.0,12.0,90.0
7489,14.0,4.0,48.0
3626,1.0,0.0,115.0
2012,2.0,0.0,5.0
690,0.0,0.0,13.0
1582,0.0,0.0,11.0
8137,0.0,0.0,11.0
8121,6.0,1.0,7.0
134,34.0,1.0,33.0
8012,9.0,6.0,26.0
7627,0.0,0.0,13.0
1452,48.0,0.0,82.0
1375,7.0,1.0,7.0
6363,41.0,10.0,10.0
4672,5.0,2.0,4.0
5987,0.0,0.0,26.0
169,7.0,0.0,8.0
883,56.0,4.0,37.0
5699,0.0,0.0,19.0
4163,12.0,1.0,31.0
2361,120.0,29.0,201.0
3762,129.0,18.0,135.0
8131,63.0,5.0,65.0
7097,54.0,0.0,68.0
1487,14.0,3.0,30.0
3787,6.0,1.0,6.0
1737,8.0,2.0,11.0
125,157.0,19.0,557.0
1647,14.0,1.0,16.0
3076,82.0,10.0,825.0
5759,0.0,0.0,8.0
7759,11.0,2.0,17.0
5855,17.0,2.0,71.0
820,0.0,0.0,2.0
1612,0.0,0.0,7.0
6112,8.0,0.0,36.0
1623,224.0,30.0,342.0
4221,0.0,0.0,10.0
3770,166.0,123.0,317.0
7132,82.0,3.0,114.0
7300,0.0,0.0,6.0
5338,45.0,5.0,65.0
1548,0.0,0.0,8.0
4553,0.0,0.0,12.0
4514,9.0,0.0,19.0
8831,51.0,8.0,312.0
4951,103.0,6.0,132.0
1762,10.0,0.0,28.0
1530,72.0,13.0,143.0
2042,16.0,0.0,40.0
8774,3.0,0.0,9.0
1544,38.0,9.0,67.0
1697,13.0,3.0,28.0
982,3.0,1.0,12.0
5425,3.0,0.0,93.0
3433,10.0,0.0,4.0
7939,26.0,6.0,62.0
1601,82.0,18.0,106.0
3745,6.0,2.0,5.0
3168,58.0,5.0,66.0
2511,7.0,0.0,34.0
4157,6.0,2.0,8.0
5155,61.0,9.0,123.0
4803,0.0,0.0,8.0
5901,18.0,2.0,18.0
2801,0.0,0.0,17.0
1516,22.0,1.0,27.0
8364,21.0,7.0,44.0
6492,7.0,4.0,4.0
1314,0.0,0.0,44.0
6720,0.0,0.0,17.0
7403,52.0,3.0,104.0
8716,54.0,10.0,52.0
2870,0.0,0.0,4.0
7853,20.0,0.0,8.0
2589,6.0,2.0,11.0
2538,0.0,0.0,27.0
1075,9.0,2.0,13.0
6032,4.0,0.0,3.0
3555,26.0,4.0,102.0
7414,52.0,19.0,98.0
6611,49.0,28.0,57.0
6554,13.0,0.0,14.0
3861,31.0,2.0,39.0
4595,24.0,6.0,37.0
1443,43.0,9.0,84.0
995,4.0,2.0,14.0
8097,57.0,6.0,33.0
4998,0.0,0.0,31.0
1122,11.0,0.0,11.0
4956,21.0,0.0,3.0
5808,0.0,0.0,31.0
770,10.0,1.0,36.0
3630,352.0,14.0,258.0
2404,90.0,22.0,86.0
1913,59.0,2.0,103.0
1005,50.0,1.0,34.0
2978,7.0,3.0,9.0
619,18.0,1.0,56.0
4203,0.0,0.0,35.0
1450,0.0,0.0,25.0
1127,30.0,6.0,66.0
1554,0.0,0.0,81.0
8335,0.0,0.0,1.0
3867,7.0,0.0,6.0
8013,58.0,8.0,56.0
6540,50.0,3.0,81.0
8463,15.0,3.0,3.0
1514,32.0,3.0,36.0
2033,0.0,0.0,11.0
285,14.0,2.0,8.0
2305,38.0,2.0,56.0
7534,32.0,2.0,49.0
8420,0.0,0.0,19.0
2926,16.0,7.0,18.0
2515,0.0,0.0,12.0
14,10.0,1.0,17.0
3692,2.0,2.0,2.0
4705,29.0,0.0,36.0
3287,28.0,1.0,20.0
8117,18.0,4.0,20.0
2142,23.0,2.0,26.0
2552,4.0,2.0,6.0
371,1.0,0.0,23.0
4805,24.0,2.0,261.0
1155,17.0,0.0,14.0
2443,0.0,0.0,4.0
4029,0.0,0.0,3.0
4451,49.0,4.0,56.0
7600,214.0,86.0,769.0
8769,10.0,1.0,19.0
4472,131.0,13.0,75.0
5656,8.0,2.0,10.0
4407,20.0,2.0,40.0
8050,76.0,5.0,102.0
7245,403.0,19.0,360.0
5576,16.0,1.0,47.0
8232,9.0,1.0,10.0
2908,14.0,2.0,26.0
6565,19.0,1.0,18.0
7156,0.0,0.0,19.0
4782,42.0,4.0,51.0
6768,32.0,1.0,109.0
211,75.0,4.0,65.0
1438,12.0,1.0,9.0
7447,7.0,0.0,32.0
4403,31.0,0.0,43.0
3574,19.0,1.0,9.0
6003,4.0,0.0,20.0
1214,46.0,0.0,76.0
1591,0.0,0.0,16.0
3587,6.0,1.0,4.0
8579,19.0,1.0,13.0
3379,13.0,3.0,65.0
5792,18.0,5.0,45.0
602,9.0,2.0,14.0
5544,2.0,1.0,16.0
384,14.0,6.0,41.0
5004,21.0,1.0,15.0
1391,7.0,3.0,25.0
1685,19.0,2.0,22.0
440,13.0,0.0,13.0
2106,164.0,36.0,221.0
5968,23.0,11.0,99.0
2598,17.0,2.0,2.0
4638,48.0,9.0,54.0
1759,7.0,2.0,18.0
1252,1.0,0.0,11.0
3667,15.0,2.0,15.0
943,24.0,3.0,15.0
4919,27.0,4.0,42.0
7944,20.0,1.0,17.0
2414,11.0,1.0,19.0
5686,22.0,0.0,27.0
399,3.0,2.0,10.0
2940,9.0,7.0,15.0
774,5.0,0.0,14.0
921,0.0,0.0,35.0
8510,165.0,27.0,98.0
699,41.0,3.0,47.0
706,25.0,1.0,15.0
7723,0.0,0.0,3.0
877,133.0,5.0,491.0
2923,35.0,19.0,180.0
2534,0.0,0.0,20.0
2928,0.0,0.0,10.0
2399,41.0,7.0,60.0
430,10.0,0.0,8.0
8853,0.0,0.0,40.0
1638,30.0,3.0,51.0
8315,0.0,0.0,2.0
905,0.0,0.0,7.0
